kind,step,loss,lr,grad_norm
avg,12920,0.0342,1.85e-05,0.38
avg,12940,0.0308,1.85e-05,0.37
avg,12960,0.0273,1.85e-05,0.37
avg,12980,0.0389,1.85e-05,0.42
avg,13000,0.0321,1.85e-05,0.4
avg,13020,0.0364,1.84e-05,0.4
avg,13040,0.0334,1.84e-05,0.39
avg,13060,0.0327,1.84e-05,0.4
avg,13080,0.0259,1.84e-05,0.41
avg,13100,0.0309,1.84e-05,0.49
avg,13120,0.0264,1.84e-05,0.42
avg,13140,0.0387,1.84e-05,0.46
avg,13160,0.0297,1.84e-05,0.45
avg,13180,0.0279,1.84e-05,0.38
avg,13200,0.0255,1.84e-05,0.41
avg,13220,0.0291,1.84e-05,0.43
avg,13240,0.0253,1.84e-05,0.4
avg,13260,0.0308,1.84e-05,0.37
avg,13280,0.0381,1.84e-05,0.4
avg,13300,0.0279,1.84e-05,0.44
avg,13320,0.032,1.84e-05,0.45
avg,13340,0.0271,1.84e-05,0.43
avg,13360,0.0312,1.84e-05,0.4
avg,13380,0.0294,1.83e-05,0.39
avg,13400,0.0305,1.83e-05,0.41
avg,13420,0.0264,1.83e-05,0.41
avg,13440,0.0298,1.83e-05,0.4
avg,13460,0.0285,1.83e-05,0.44
avg,13480,0.0322,1.83e-05,0.45
avg,13500,0.0216,1.83e-05,0.4
avg,13520,0.0255,1.83e-05,0.41
avg,13540,0.0271,1.83e-05,0.42
avg,13560,0.0249,1.83e-05,0.42
avg,13580,0.0234,1.83e-05,0.44
avg,13600,0.0352,1.83e-05,0.48
avg,13620,0.0279,1.83e-05,0.39
avg,13640,0.0266,1.83e-05,0.37
avg,13660,0.03,1.83e-05,0.38
avg,13680,0.0375,1.83e-05,0.42
avg,13700,0.028,1.83e-05,0.37
avg,13720,0.0328,1.82e-05,0.43
avg,13740,0.0241,1.82e-05,0.38
avg,13760,0.0351,1.82e-05,0.41
avg,13780,0.0338,1.82e-05,0.43
avg,13800,0.0348,1.82e-05,0.43
avg,13820,0.0334,1.82e-05,0.39
avg,13840,0.0277,1.82e-05,0.47
avg,13860,0.0271,1.82e-05,0.4
avg,13880,0.0378,1.82e-05,0.47
avg,13900,0.0308,1.82e-05,0.38
avg,13920,0.0261,1.82e-05,0.42
avg,13940,0.0352,1.82e-05,0.42
avg,13960,0.0284,1.82e-05,0.45
avg,13980,0.0273,1.82e-05,0.4
avg,14000,0.0215,1.82e-05,0.4
avg,14020,0.028,1.82e-05,0.39
avg,14040,0.028,1.82e-05,0.42
avg,14060,0.0355,1.81e-05,0.4
avg,14080,0.0301,1.81e-05,0.4
avg,14100,0.0274,1.81e-05,0.4
avg,14120,0.0365,1.81e-05,0.5
avg,14140,0.0324,1.81e-05,0.46
avg,14160,0.0286,1.81e-05,0.41
avg,14180,0.0217,1.81e-05,0.41
avg,14200,0.0251,1.81e-05,0.4
avg,14220,0.0268,1.81e-05,0.45
avg,14240,0.0265,1.81e-05,0.37
avg,14260,0.0264,1.81e-05,0.41
avg,14280,0.0365,1.81e-05,0.43
avg,14300,0.0248,1.81e-05,0.44
avg,14320,0.0237,1.81e-05,0.42
avg,14340,0.0254,1.81e-05,0.41
avg,14360,0.0236,1.81e-05,0.41
avg,14380,0.0365,1.81e-05,0.41
avg,14400,0.0284,1.8e-05,0.37
avg,14420,0.0291,1.8e-05,0.44
avg,14440,0.0295,1.8e-05,0.43
avg,14460,0.0346,1.8e-05,0.43
avg,14480,0.0238,1.8e-05,0.41
avg,14500,0.0238,1.8e-05,0.39
avg,14520,0.0274,1.8e-05,0.4
avg,14540,0.0277,1.8e-05,0.4
avg,14560,0.0318,1.8e-05,0.41
avg,14580,0.0195,1.8e-05,0.38
avg,14600,0.0218,1.8e-05,0.38
avg,14620,0.0324,1.8e-05,0.41
avg,14640,0.0272,1.8e-05,0.42
avg,14660,0.0387,1.8e-05,0.47
avg,14680,0.0353,1.8e-05,0.41
avg,14700,0.0317,1.8e-05,0.4
avg,14720,0.0361,1.79e-05,0.42
avg,14740,0.035,1.79e-05,0.41
avg,14760,0.0395,1.79e-05,0.44
avg,14780,0.0252,1.79e-05,0.37
avg,14800,0.033,1.79e-05,0.38
avg,14820,0.0265,1.79e-05,0.42
avg,14840,0.0301,1.79e-05,0.46
avg,14860,0.0244,1.79e-05,0.39
avg,14880,0.0314,1.79e-05,0.41
avg,14900,0.0271,1.79e-05,0.38
avg,14920,0.0348,1.79e-05,0.4
avg,14940,0.0366,1.79e-05,0.4
avg,14960,0.0244,1.79e-05,0.38
avg,14980,0.0296,1.79e-05,0.4
avg,15000,0.0262,1.79e-05,0.41
avg,15020,0.0347,1.79e-05,0.43
avg,15040,0.02,1.78e-05,0.46
avg,15060,0.0315,1.78e-05,0.44
avg,15080,0.0279,1.78e-05,0.38
avg,15100,0.0253,1.78e-05,0.4
avg,15120,0.0273,1.78e-05,0.41
avg,15140,0.0269,1.78e-05,0.38
avg,15160,0.0212,1.78e-05,0.38
avg,15180,0.0302,1.78e-05,0.44
avg,15200,0.0237,1.78e-05,0.41
avg,15220,0.0344,1.78e-05,0.45
avg,15240,0.0305,1.78e-05,0.39
avg,15260,0.029,1.78e-05,0.41
avg,15280,0.0302,1.78e-05,0.46
avg,15300,0.0217,1.78e-05,0.41
avg,15320,0.0241,1.78e-05,0.42
avg,15340,0.0272,1.78e-05,0.48
avg,15360,0.0368,1.77e-05,0.4
avg,15380,0.0214,1.77e-05,0.41
avg,15400,0.0344,1.77e-05,0.42
avg,15420,0.0223,1.77e-05,0.44
avg,15440,0.0345,1.77e-05,0.42
avg,15460,0.0402,1.77e-05,0.44
avg,15480,0.03,1.77e-05,0.44
avg,15500,0.0262,1.77e-05,0.42
avg,15520,0.0265,1.77e-05,0.4
avg,15540,0.0344,1.77e-05,0.44
avg,15560,0.0387,1.77e-05,0.42
avg,15580,0.0363,1.77e-05,0.41
avg,15600,0.0272,1.77e-05,0.42
avg,15620,0.0373,1.77e-05,0.42
avg,15640,0.0291,1.77e-05,0.39
avg,15660,0.0239,1.76e-05,0.37
avg,15680,0.0304,1.76e-05,0.44
avg,15700,0.0294,1.76e-05,0.4
avg,15720,0.0359,1.76e-05,0.39
avg,15740,0.0355,1.76e-05,0.42
avg,15760,0.0239,1.76e-05,0.48
avg,15780,0.0242,1.76e-05,0.43
avg,15800,0.036,1.76e-05,0.46
avg,15820,0.0284,1.76e-05,0.47
avg,15840,0.023,1.76e-05,0.45
avg,15860,0.0204,1.76e-05,0.42
avg,15880,0.0233,1.76e-05,0.38
avg,15900,0.03,1.76e-05,0.39
avg,15920,0.0221,1.76e-05,0.42
avg,15940,0.0284,1.76e-05,0.44
avg,15960,0.0198,1.76e-05,0.38
avg,15980,0.0286,1.75e-05,0.4
avg,16000,0.0284,1.75e-05,0.51
avg,16020,0.026,1.75e-05,0.42
avg,16040,0.0232,1.75e-05,0.42
avg,16060,0.0315,1.75e-05,0.4
avg,16080,0.0376,1.75e-05,0.37
avg,16100,0.0388,1.75e-05,0.47
avg,16120,0.0345,1.75e-05,0.43
avg,16140,0.0311,1.75e-05,0.39
avg,16160,0.0299,1.75e-05,0.41
avg,16180,0.027,1.75e-05,0.41
avg,16200,0.0426,1.75e-05,0.39
avg,16220,0.0314,1.75e-05,0.42
avg,16240,0.0323,1.75e-05,0.38
avg,16260,0.024,1.74e-05,0.39
avg,16280,0.0269,1.74e-05,0.49
avg,16300,0.0288,1.74e-05,0.4
avg,16320,0.023,1.74e-05,0.4
avg,16340,0.0368,1.74e-05,0.46
avg,16360,0.0324,1.74e-05,0.4
avg,16380,0.0292,1.74e-05,0.44
avg,16400,0.0272,1.74e-05,0.39
avg,16420,0.026,1.74e-05,0.38
avg,16440,0.0269,1.74e-05,0.45
avg,16460,0.0252,1.74e-05,0.45
avg,16480,0.0326,1.74e-05,0.42
avg,16500,0.0233,1.74e-05,0.39
avg,16520,0.024,1.74e-05,0.39
avg,16540,0.0385,1.74e-05,0.4
avg,16560,0.0262,1.73e-05,0.4
avg,16580,0.022,1.73e-05,0.42
avg,16600,0.0292,1.73e-05,0.44
avg,16620,0.0276,1.73e-05,0.41
avg,16640,0.0366,1.73e-05,0.44
avg,16660,0.0308,1.73e-05,0.46
avg,16680,0.0258,1.73e-05,0.44
avg,16700,0.0324,1.73e-05,0.38
avg,16720,0.0221,1.73e-05,0.44
avg,16740,0.0257,1.73e-05,0.39
avg,16760,0.0274,1.73e-05,0.44
avg,16780,0.0287,1.73e-05,0.45
avg,16800,0.0313,1.73e-05,0.41
avg,16820,0.0194,1.73e-05,0.4
avg,16840,0.03,1.72e-05,0.4
avg,16860,0.0247,1.72e-05,0.41
avg,16880,0.028,1.72e-05,0.4
avg,16900,0.0277,1.72e-05,0.43
avg,16920,0.0283,1.72e-05,0.47
avg,16940,0.0282,1.72e-05,0.44
avg,16960,0.0357,1.72e-05,0.41
avg,16980,0.0401,1.72e-05,0.47
avg,17000,0.0269,1.72e-05,0.41
avg,17020,0.0273,1.72e-05,0.43
avg,17040,0.0199,1.72e-05,0.39
avg,17060,0.0223,1.72e-05,0.42
avg,17080,0.0261,1.72e-05,0.41
avg,17100,0.0252,1.72e-05,0.42
avg,17120,0.0286,1.72e-05,0.42
avg,17140,0.025,1.71e-05,0.53
avg,17160,0.0328,1.71e-05,0.41
avg,17180,0.0228,1.71e-05,0.42
avg,17200,0.0313,1.71e-05,0.45
avg,17220,0.0295,1.71e-05,0.44
avg,17240,0.0374,1.71e-05,0.4
avg,17260,0.0256,1.71e-05,0.41
avg,17280,0.0327,1.71e-05,0.38
avg,17300,0.0296,1.71e-05,0.4
avg,17320,0.0221,1.71e-05,0.4
avg,17340,0.0211,1.71e-05,0.43
avg,17360,0.0276,1.71e-05,0.48
avg,17380,0.0336,1.71e-05,0.51
avg,17400,0.024,1.7e-05,0.4
avg,17420,0.0222,1.7e-05,0.41
avg,17440,0.0266,1.7e-05,0.4
avg,17460,0.0273,1.7e-05,0.4
avg,17480,0.0221,1.7e-05,0.39
avg,17500,0.0343,1.7e-05,0.44
avg,17520,0.0273,1.7e-05,0.4
avg,17540,0.0278,1.7e-05,0.42
avg,17560,0.0303,1.7e-05,0.46
avg,17580,0.0293,1.7e-05,0.4
avg,17600,0.024,1.7e-05,0.41
avg,17620,0.0392,1.7e-05,0.4
avg,17640,0.0308,1.7e-05,0.49
avg,17660,0.0324,1.7e-05,0.43
avg,17680,0.025,1.69e-05,0.53
avg,17700,0.0263,1.69e-05,0.41
avg,17720,0.0332,1.69e-05,0.42
avg,17740,0.0283,1.69e-05,0.41
avg,17760,0.0238,1.69e-05,0.43
avg,17780,0.0231,1.69e-05,0.45
avg,17800,0.0283,1.69e-05,0.4
avg,17820,0.0258,1.69e-05,0.39
avg,17840,0.0284,1.69e-05,0.43
avg,17860,0.0302,1.69e-05,0.41
avg,17880,0.0288,1.69e-05,0.38
avg,17900,0.0381,1.69e-05,0.44
avg,17920,0.0317,1.69e-05,0.42
avg,17940,0.0228,1.69e-05,0.4
avg,17960,0.0272,1.68e-05,0.39
avg,17980,0.0336,1.68e-05,0.46
avg,18000,0.0309,1.68e-05,0.45
avg,18020,0.0331,1.68e-05,0.39
avg,18040,0.0254,1.68e-05,0.46
avg,18060,0.0269,1.68e-05,0.42
avg,18080,0.0329,1.68e-05,0.42
avg,18100,0.0242,1.68e-05,0.4
avg,18120,0.0343,1.68e-05,0.42
avg,18140,0.0252,1.68e-05,0.42
avg,18160,0.0283,1.68e-05,0.39
avg,18180,0.0343,1.68e-05,0.44
avg,18200,0.0264,1.68e-05,0.43
avg,18220,0.0235,1.67e-05,0.44
avg,18240,0.0313,1.67e-05,0.42
avg,18260,0.0208,1.67e-05,0.4
avg,18280,0.0289,1.67e-05,0.45
avg,18300,0.0326,1.67e-05,0.41
avg,18320,0.0313,1.67e-05,0.45
avg,18340,0.024,1.67e-05,0.39
avg,18360,0.0312,1.67e-05,0.41
avg,18380,0.0323,1.67e-05,0.45
avg,18400,0.0329,1.67e-05,0.43
avg,18420,0.0294,1.67e-05,0.41
avg,18440,0.0224,1.67e-05,0.42
avg,18460,0.0276,1.67e-05,0.43
avg,18480,0.0266,1.66e-05,0.42
avg,18500,0.0342,1.66e-05,0.42
avg,18520,0.027,1.66e-05,0.45
avg,18540,0.0335,1.66e-05,0.41
avg,18560,0.0348,1.66e-05,0.45
avg,18580,0.0182,1.66e-05,0.42
avg,18600,0.0227,1.66e-05,0.45
avg,18620,0.0244,1.66e-05,0.42
avg,18640,0.0244,1.66e-05,0.45
avg,18660,0.0337,1.66e-05,0.45
avg,18680,0.0309,1.66e-05,0.47
avg,18700,0.0244,1.66e-05,0.44
avg,18720,0.0292,1.66e-05,0.4
avg,18740,0.0237,1.66e-05,0.41
avg,18760,0.0315,1.65e-05,0.41
avg,18780,0.0244,1.65e-05,0.43
avg,18800,0.0275,1.65e-05,0.46
avg,18820,0.0269,1.65e-05,0.46
avg,18840,0.0196,1.65e-05,0.49
avg,18860,0.0338,1.65e-05,0.42
avg,18880,0.0257,1.65e-05,0.43
avg,18900,0.0322,1.65e-05,0.49
avg,18920,0.0276,1.65e-05,0.41
avg,18940,0.0292,1.65e-05,0.39
avg,18960,0.0236,1.65e-05,0.4
avg,18980,0.0275,1.65e-05,0.41
avg,19000,0.0339,1.65e-05,0.38
avg,19020,0.0272,1.64e-05,0.44
avg,19040,0.0298,1.64e-05,0.42
avg,19060,0.0333,1.64e-05,0.44
avg,19080,0.0285,1.64e-05,0.42
avg,19100,0.0334,1.64e-05,0.41
avg,19120,0.0301,1.64e-05,0.49
avg,19140,0.0321,1.64e-05,0.45
avg,19160,0.0222,1.64e-05,0.44
avg,19180,0.0303,1.64e-05,0.42
avg,19200,0.0266,1.64e-05,0.41
avg,19220,0.0317,1.64e-05,0.41
avg,19240,0.0313,1.64e-05,0.44
avg,19260,0.0298,1.63e-05,0.4
avg,19280,0.025,1.63e-05,0.42
avg,19300,0.0249,1.63e-05,0.41
avg,19320,0.0301,1.63e-05,0.42
avg,19340,0.0248,1.63e-05,0.42
avg,19360,0.0297,1.63e-05,0.44
avg,19380,0.0183,1.63e-05,0.39
avg,19400,0.0193,1.63e-05,0.42
avg,19420,0.0199,1.63e-05,0.39
avg,19440,0.0265,1.63e-05,0.43
avg,19460,0.0164,1.63e-05,0.41
avg,19480,0.0214,1.63e-05,0.38
avg,19500,0.0281,1.63e-05,0.4
avg,19520,0.0308,1.62e-05,0.44
avg,19540,0.0279,1.62e-05,0.39
avg,19560,0.0269,1.62e-05,0.47
avg,19580,0.022,1.62e-05,0.42
avg,19600,0.0277,1.62e-05,0.43
avg,19620,0.0386,1.62e-05,0.41
avg,19640,0.0395,1.62e-05,0.43
avg,19660,0.037,1.62e-05,0.48
avg,19680,0.0289,1.62e-05,0.44
avg,19700,0.0292,1.62e-05,0.48
avg,19720,0.0276,1.62e-05,0.42
avg,19740,0.0255,1.62e-05,0.42
avg,19760,0.023,1.62e-05,0.39
avg,19780,0.0278,1.61e-05,0.44
avg,19800,0.0322,1.61e-05,0.51
avg,19820,0.0332,1.61e-05,0.41
avg,19840,0.0284,1.61e-05,0.43
avg,19860,0.0281,1.61e-05,0.46
avg,19880,0.0293,1.61e-05,0.4
avg,19900,0.0325,1.61e-05,0.42
avg,19920,0.022,1.61e-05,0.42
avg,19940,0.0305,1.61e-05,0.44
avg,19960,0.0243,1.61e-05,0.39
avg,19980,0.025,1.61e-05,0.43
avg,20000,0.0294,1.61e-05,0.41
avg,20020,0.0288,1.6e-05,0.42
avg,20040,0.0386,1.6e-05,0.44
avg,20060,0.0266,1.6e-05,0.41
avg,20080,0.0273,1.6e-05,0.43
avg,20100,0.0311,1.6e-05,0.4
avg,20120,0.0273,1.6e-05,0.44
avg,20140,0.0279,1.6e-05,0.41
avg,20160,0.0313,1.6e-05,0.45
avg,20180,0.0316,1.6e-05,0.45
avg,20200,0.0319,1.6e-05,0.43
avg,20220,0.0279,1.6e-05,0.43
avg,20240,0.0288,1.6e-05,0.48
avg,20260,0.0214,1.59e-05,0.38
avg,20280,0.027,1.59e-05,0.43
avg,20300,0.0297,1.59e-05,0.45
avg,20320,0.032,1.59e-05,0.45
avg,20340,0.0277,1.59e-05,0.43
avg,20360,0.0442,1.59e-05,0.4
avg,20380,0.0328,1.59e-05,0.41
avg,20400,0.0363,1.59e-05,0.41
avg,20420,0.0255,1.59e-05,0.42
avg,20440,0.0282,1.59e-05,0.43
avg,20460,0.0249,1.59e-05,0.42
avg,20480,0.0254,1.59e-05,0.44
avg,20500,0.0298,1.59e-05,0.46
avg,20520,0.0266,1.58e-05,0.49
avg,20540,0.0228,1.58e-05,0.44
avg,20560,0.024,1.58e-05,0.4
avg,20580,0.0277,1.58e-05,0.62
avg,20600,0.0314,1.58e-05,0.44
avg,20620,0.0274,1.58e-05,0.47
avg,20640,0.0248,1.58e-05,0.43
avg,20660,0.0329,1.58e-05,0.45
avg,20680,0.0191,1.58e-05,0.44
avg,20700,0.022,1.58e-05,0.39
avg,20720,0.0268,1.58e-05,0.45
avg,20740,0.0311,1.58e-05,0.5
avg,20760,0.0258,1.57e-05,0.41
avg,20780,0.0252,1.57e-05,0.45
avg,20800,0.0284,1.57e-05,0.49
avg,20820,0.0304,1.57e-05,0.54
avg,20840,0.0238,1.57e-05,0.42
avg,20860,0.0225,1.57e-05,0.44
avg,20880,0.0251,1.57e-05,0.45
avg,20900,0.0369,1.57e-05,0.42
avg,20920,0.0264,1.57e-05,0.45
avg,20940,0.0374,1.57e-05,0.43
avg,20960,0.0314,1.57e-05,0.51
avg,20980,0.0345,1.57e-05,0.41
avg,21000,0.0232,1.56e-05,0.46
avg,21020,0.0302,1.56e-05,0.44
avg,21040,0.027,1.56e-05,0.42
avg,21060,0.0322,1.56e-05,0.42
avg,21080,0.0442,1.56e-05,0.42
avg,21100,0.0247,1.56e-05,0.43
avg,21120,0.0221,1.56e-05,0.42
avg,21140,0.0227,1.56e-05,0.42
avg,21160,0.022,1.56e-05,0.45
avg,21180,0.0269,1.56e-05,0.43
avg,21200,0.022,1.56e-05,0.42
avg,21220,0.0379,1.56e-05,0.45
avg,21240,0.0222,1.55e-05,0.45
avg,21260,0.0249,1.55e-05,0.43
avg,21280,0.0291,1.55e-05,0.43
avg,21300,0.0303,1.55e-05,0.43
avg,21320,0.0184,1.55e-05,0.42
avg,21340,0.0258,1.55e-05,0.47
avg,21360,0.0351,1.55e-05,0.45
avg,21380,0.0244,1.55e-05,0.41
avg,21400,0.0241,1.55e-05,0.42
avg,21420,0.0313,1.55e-05,0.43
avg,21440,0.0391,1.55e-05,0.44
avg,21460,0.0244,1.55e-05,0.43
avg,21480,0.0276,1.54e-05,0.46
avg,21500,0.0314,1.54e-05,0.46
avg,21520,0.0222,1.54e-05,0.53
avg,21540,0.0242,1.54e-05,0.46
avg,21560,0.0208,1.54e-05,0.54
avg,21580,0.0312,1.54e-05,0.45
avg,21600,0.0243,1.54e-05,0.43
avg,21620,0.0203,1.54e-05,0.43
avg,21640,0.0273,1.54e-05,0.47
avg,21660,0.0293,1.54e-05,0.48
avg,21680,0.0262,1.54e-05,0.42
avg,21700,0.0268,1.53e-05,0.45
avg,21720,0.0312,1.53e-05,0.49
avg,21740,0.0239,1.53e-05,0.44
avg,21760,0.021,1.53e-05,0.45
avg,21780,0.0263,1.53e-05,0.37
avg,21800,0.0206,1.53e-05,0.43
avg,21820,0.0226,1.53e-05,0.47
avg,21840,0.028,1.53e-05,0.45
avg,21860,0.0239,1.53e-05,0.45
avg,21880,0.0265,1.53e-05,0.41
avg,21900,0.0286,1.53e-05,0.43
avg,21920,0.0204,1.53e-05,0.46
avg,21940,0.0185,1.52e-05,0.44
avg,21960,0.0218,1.52e-05,0.4
avg,21980,0.0208,1.52e-05,0.43
avg,22000,0.0224,1.52e-05,0.43
avg,22020,0.0283,1.52e-05,0.46
avg,22040,0.0229,1.52e-05,0.38
avg,22060,0.0204,1.52e-05,0.43
avg,22080,0.0292,1.52e-05,0.4
avg,22100,0.0281,1.52e-05,0.43
avg,22120,0.0171,1.52e-05,0.43
avg,22140,0.0204,1.52e-05,0.41
avg,22160,0.0253,1.52e-05,0.43
avg,22180,0.0303,1.51e-05,0.47
avg,22200,0.0219,1.51e-05,0.53
avg,22220,0.0261,1.51e-05,0.46
avg,22240,0.0279,1.51e-05,0.44
avg,22260,0.0205,1.51e-05,0.41
avg,22280,0.0243,1.51e-05,0.42
avg,22300,0.0259,1.51e-05,0.43
avg,22320,0.0241,1.51e-05,0.46
avg,22340,0.0239,1.51e-05,0.44
avg,22360,0.0262,1.51e-05,0.47
avg,22380,0.0348,1.51e-05,0.48
avg,22400,0.0188,1.5e-05,0.46
avg,22420,0.0219,1.5e-05,0.48
avg,22440,0.024,1.5e-05,0.46
avg,22460,0.0263,1.5e-05,0.48
avg,22480,0.0243,1.5e-05,0.44
avg,22500,0.025,1.5e-05,0.44
avg,22520,0.0248,1.5e-05,0.45
avg,22540,0.0295,1.5e-05,0.44
avg,22560,0.0304,1.5e-05,0.42
avg,22580,0.0287,1.5e-05,0.44
avg,22600,0.0211,1.5e-05,0.44
avg,22620,0.0256,1.5e-05,0.43
avg,22640,0.024,1.49e-05,0.42
avg,22660,0.0286,1.49e-05,0.46
avg,22680,0.0213,1.49e-05,0.44
avg,22700,0.0217,1.49e-05,0.45
avg,22720,0.0217,1.49e-05,0.44
avg,22740,0.0184,1.49e-05,0.44
avg,22760,0.0331,1.49e-05,0.42
avg,22780,0.0303,1.49e-05,0.45
avg,22800,0.0318,1.49e-05,0.45
avg,22820,0.0288,1.49e-05,0.43
avg,22840,0.023,1.49e-05,0.47
avg,22860,0.0248,1.48e-05,0.41
avg,22880,0.0269,1.48e-05,0.43
avg,22900,0.0261,1.48e-05,0.46
avg,22920,0.0218,1.48e-05,0.44
avg,22940,0.0309,1.48e-05,0.43
avg,22960,0.0196,1.48e-05,0.44
avg,22980,0.0296,1.48e-05,0.54
avg,23000,0.0282,1.48e-05,0.46
avg,23020,0.0341,1.48e-05,0.42
avg,23040,0.0346,1.48e-05,0.51
avg,23060,0.0248,1.48e-05,0.42
avg,23080,0.0205,1.47e-05,0.39
avg,23100,0.0298,1.47e-05,0.45
avg,23120,0.0363,1.47e-05,0.5
avg,23140,0.0272,1.47e-05,0.46
avg,23160,0.0317,1.47e-05,0.46
avg,23180,0.0283,1.47e-05,0.44
avg,23200,0.0258,1.47e-05,0.43
avg,23220,0.0198,1.47e-05,0.46
avg,23240,0.0311,1.47e-05,0.44
avg,23260,0.0272,1.47e-05,0.45
avg,23280,0.0316,1.47e-05,0.44
avg,23300,0.0246,1.47e-05,0.39
avg,23320,0.0263,1.46e-05,0.4
avg,23340,0.0246,1.46e-05,0.4
avg,23360,0.0336,1.46e-05,0.43
avg,23380,0.0217,1.46e-05,0.43
avg,23400,0.0304,1.46e-05,0.41
avg,23420,0.0233,1.46e-05,0.47
avg,23440,0.0277,1.46e-05,0.52
avg,23460,0.0292,1.46e-05,0.47
avg,23480,0.0283,1.46e-05,0.53
avg,23500,0.0237,1.46e-05,0.46
avg,23520,0.0267,1.46e-05,0.45
avg,23540,0.023,1.45e-05,0.47
avg,23560,0.0213,1.45e-05,0.43
avg,23580,0.0198,1.45e-05,0.39
avg,23600,0.0221,1.45e-05,0.5
avg,23620,0.0164,1.45e-05,0.44
avg,23640,0.032,1.45e-05,0.45
avg,23660,0.0297,1.45e-05,0.44
avg,23680,0.0242,1.45e-05,0.44
avg,23700,0.0306,1.45e-05,0.43
avg,23720,0.0301,1.45e-05,0.44
avg,23740,0.0208,1.45e-05,0.41
avg,23760,0.0307,1.44e-05,0.46
avg,23780,0.0251,1.44e-05,0.46
avg,23800,0.027,1.44e-05,0.46
avg,23820,0.0229,1.44e-05,0.46
avg,23840,0.0202,1.44e-05,0.45
avg,23860,0.0304,1.44e-05,0.44
avg,23880,0.0288,1.44e-05,0.44
avg,23900,0.0291,1.44e-05,0.48
avg,23920,0.0382,1.44e-05,0.52
avg,23940,0.0299,1.44e-05,0.55
avg,23960,0.0242,1.44e-05,0.44
avg,23980,0.0212,1.43e-05,0.42
avg,24000,0.0281,1.43e-05,0.42
avg,24020,0.0194,1.43e-05,0.39
avg,24040,0.0221,1.43e-05,0.39
avg,24060,0.0285,1.43e-05,0.41
avg,24080,0.0207,1.43e-05,0.44
avg,24100,0.0334,1.43e-05,0.51
avg,24120,0.022,1.43e-05,0.44
avg,24140,0.028,1.43e-05,0.45
avg,24160,0.0161,1.43e-05,0.44
avg,24180,0.0263,1.43e-05,0.5
avg,24200,0.0249,1.42e-05,0.48
avg,24220,0.0267,1.42e-05,0.46
avg,24240,0.0252,1.42e-05,0.44
avg,24260,0.0189,1.42e-05,0.43
avg,24280,0.0172,1.42e-05,0.46
avg,24300,0.0235,1.42e-05,0.4
avg,24320,0.0266,1.42e-05,0.46
avg,24340,0.0268,1.42e-05,0.46
avg,24360,0.0275,1.42e-05,0.47
avg,24380,0.0291,1.42e-05,0.43
avg,24400,0.0206,1.42e-05,0.42
avg,24420,0.0307,1.41e-05,0.48
avg,24440,0.0225,1.41e-05,0.5
avg,24460,0.0244,1.41e-05,0.49
avg,24480,0.0275,1.41e-05,0.45
avg,24500,0.0176,1.41e-05,0.45
avg,24520,0.0237,1.41e-05,0.42
avg,24540,0.0326,1.41e-05,0.41
avg,24560,0.028,1.41e-05,0.44
avg,24580,0.0234,1.41e-05,0.41
avg,24600,0.0349,1.41e-05,0.44
avg,24620,0.0259,1.41e-05,0.43
avg,24640,0.0259,1.4e-05,0.45
avg,24660,0.0267,1.4e-05,0.42
avg,24680,0.0184,1.4e-05,0.45
avg,24700,0.0232,1.4e-05,0.45
avg,24720,0.0305,1.4e-05,0.48
avg,24740,0.0244,1.4e-05,0.45
avg,24760,0.0272,1.4e-05,0.4
avg,24780,0.0235,1.4e-05,0.47
avg,24800,0.0298,1.4e-05,0.49
avg,24820,0.0275,1.4e-05,0.49
avg,24840,0.0263,1.4e-05,0.43
avg,24860,0.0328,1.39e-05,0.49
avg,24880,0.0268,1.39e-05,0.44
avg,24900,0.0262,1.39e-05,0.43
avg,24920,0.0229,1.39e-05,0.48
avg,24940,0.0171,1.39e-05,0.43
avg,24960,0.0361,1.39e-05,0.54
avg,24980,0.0219,1.39e-05,0.45
avg,25000,0.0221,1.39e-05,0.42
avg,25020,0.0252,1.39e-05,0.48
avg,25040,0.0291,1.39e-05,0.45
avg,25060,0.0297,1.39e-05,0.47
avg,25080,0.0317,1.38e-05,0.44
avg,25100,0.0329,1.38e-05,0.49
avg,25120,0.0309,1.38e-05,0.46
avg,25140,0.0279,1.38e-05,0.45
avg,25160,0.025,1.38e-05,0.44
avg,25180,0.028,1.38e-05,0.45
avg,25200,0.0212,1.38e-05,0.45
avg,25220,0.0263,1.38e-05,0.48
avg,25240,0.0265,1.38e-05,0.48
avg,25260,0.0236,1.38e-05,0.42
avg,25280,0.0172,1.37e-05,0.45
avg,25300,0.0273,1.37e-05,0.42
avg,25320,0.0213,1.37e-05,0.48
avg,25340,0.0264,1.37e-05,0.45
avg,25360,0.0175,1.37e-05,0.48
avg,25380,0.0344,1.37e-05,0.45
avg,25400,0.0208,1.37e-05,0.41
avg,25420,0.0245,1.37e-05,0.43
avg,25440,0.0246,1.37e-05,0.46
avg,25460,0.0208,1.37e-05,0.46
avg,25480,0.0158,1.37e-05,0.47
avg,25500,0.024,1.36e-05,0.48
avg,25520,0.022,1.36e-05,0.42
avg,25540,0.0287,1.36e-05,0.56
avg,25560,0.0354,1.36e-05,0.44
avg,25580,0.0272,1.36e-05,0.46
avg,25600,0.0307,1.36e-05,0.45
avg,25620,0.0225,1.36e-05,0.47
avg,25640,0.0261,1.36e-05,0.45
avg,25660,0.0314,1.36e-05,0.41
